_id	vector_id	timestamp	speed	elapsed	level_of_service	cin_id	creation_time
2	282	2016-09-03T11:50:00Z	70.06965	491.0	green	cin19700101T191028069028140234941646592	1472903452
3	283	2016-09-04T18:23:00Z	74.88051	464.0	green	cin19700101T201952073192140234933253888	1473013471
4	296	2016-09-02T19:54:00Z	15.229953	1696.0	green	cin19700101T234857085737140541612369664	1472846131
12	280				green	cin19700103T230119255679139983543416576	1467976506
13	283	2016-09-03T13:08:00Z	27.989634	3551.0	green	cin19700104T014252265372140234950039296	1472908137
15	315	2016-09-04T17:43:00Z	71.24598	459.0	green	cin19700104T023647268607140234842961664	1473011074
23	288	2016-09-03T11:43:00Z	39.275364	25.0	green	cin19700105T090029378029140234933253888	1472903064
24	308	2016-09-03T07:38:00Z	52.27345	482.0	green	cin19700105T100254381774140234941646592	1472888392
28	285	2016-09-03T19:30:00Z	58.26614	508.0	green	cin19700106T063323455603140234924861184	1472931113
29	294	2016-09-02T13:46:00Z	8.212673	8443.0	yellow	cin19700106T082221462141140541645940480	1472824035
30	282	2016-09-02T19:43:00Z	36.208595	3072.0	green	cin19700106T100649468409140541637547776	1472845445
33	312	2016-09-03T10:40:00Z	68.53427	676.0	green	cin19700106T205907507547140234799036160	1472899317
34	347	2016-09-02T13:43:00Z			green	cin19700106T235509518109140541396252416	1472823935
35	284	2016-09-03T16:21:00Z	76.18875	394.0	green	cin19700107T010532522332140234817783552	1472919768
36	346				green	cin19700107T105542557742139982983395072	1468151679
37	290	2016-09-03T19:54:00Z	44.783863	27.0	green	cin19700107T115738561458140234924861184	1472932545
38	292	2016-09-04T09:16:00Z	20.561853	2267.0	green	cin19700107T131409566049140234842961664	1472980630
40	311	2016-09-03T21:18:00Z	65.06319	383.0	green	cin19700107T142558570358140234809390848	1472937589
41	313	2016-09-04T16:27:00Z	60.465767	830.0	green	cin19700107T211556594956140234834568960	1473006468
43	282	2016-09-02T03:53:00Z	79.928375	430.0	green	cin19700107T232008602408140541620762368	1472788513
48	310	2016-09-04T12:27:00Z	56.90873	1203.0	green	cin19700109T005238694358140234842961664	1472992141
50	316	2016-09-04T22:00:00Z			green	cin19700109T071234717154140234950039296	1473026547
53	283	2016-09-02T15:28:00Z	70.52976	495.0	green	cin19700110T060524799524140541645940480	1472830170
56	285	2016-09-04T11:35:00Z	69.501114	429.0	green	cin19700111T090023896423140234842961664	1472988998
57	312	2016-09-03T11:59:00Z	67.71361	676.0	green	cin19700111T142512915912140234950039296	1472904046
58	346	2016-09-03T05:14:00Z	9.656951	4762.0	yellow	cin19700111T183340930820140234933253888	1472879809
61	308	2016-09-03T07:43:00Z	40.933388	615.0	green	cin19700112T045822968302140234950039296	1472888681
62	280				green	cin19700112T055520971720139983593772800	1468170806
64	282	2016-09-04T16:58:00Z	71.43078	481.0	green	cin19700112T073934977974140234809390848	1473008388
66	293	2016-09-03T15:29:00Z	28.31995	5878.0	green	cin19700112T2310351033835140234799036160	1472916649
73	290	2016-09-03T09:39:00Z	46.261322	23.0	green	cin19700114T0421291138889140234950039296	1472895627
82	313				yellow	cin19700115T1026101247170139983543416576	1468148270
83	346	2016-09-02T22:55:00Z			yellow	cin19700115T1324361257876140541379467008	1472857004
86	347				green	cin19700115T2344571295097139983568594688	1468072971
88	313	2016-09-03T15:24:00Z	63.20649	722.0	green	cin19700116T0032181297938140234834568960	1472916363
89	315	2016-09-04T14:20:00Z	50.071003	2263.0	green	cin19700116T0632091319529140234941646592	1472998943
92	288	2016-09-02T18:34:00Z	46.75567	22.0	green	cin19700116T0914461329286140541612369664	1472841332
96	312	2016-09-03T11:33:00Z	20.506845	7142.0	red	cin19700116T2238081377488140234809390848	1472902473
97	295	2016-09-02T11:47:00Z			yellow	cin19700117T0130041387804140541637547776	1472816925
103	292	2016-09-02T23:38:00Z	14.855267	3076.0	yellow	cin19700117T1950081453808140541637547776	1472859563
104	346	2016-09-03T14:34:00Z	69.173134	668.0	green	cin19700117T2051001457460140234809390848	1472913355
105	288	2016-09-03T14:54:00Z	33.947678	30.0	green	cin19700118T0221261477286140234799036160	1472914511
106	284	2016-09-04T11:52:00Z			yellow	cin19700118T0425181484718140234950039296	1472990053
108	311	2016-09-02T18:32:00Z	38.561592	647.0	green	cin19700118T1002051504925140541379467008	1472841234
115	313				green	cin19700119T1943031626183139983535023872	1468170873
117	284	2016-09-04T11:24:00Z	6.1236053	4893.0	green	cin19700120T1201131684873140234826176256	1472988430
118	288	2016-09-03T20:14:00Z	60.751648	17.0	green	cin19700120T1312091689129140234842961664	1472933811
120	316	2016-09-02T09:07:00Z	56.89328	574.0	green	cin19700120T1853291709609140541379467008	1472807296
122	284	2016-09-02T09:28:00Z	59.356606	663.0	yellow	cin19700121T0357291742249140541637547776	1472808581
123	285	2016-09-04T09:28:00Z	11.305728	6846.0	yellow	cin19700121T0934511762491140234826176256	1472981388
124	284	2016-09-02T19:49:00Z	35.028236	6829.0	red	cin19700121T0940251762825140541371074304	1472845838
131	315	2016-09-03T10:14:00Z	60.919033	536.0	green	cin19700123T1514041955644140234826176256	1472897710
133	310	2016-09-04T19:26:00Z	54.4614	1300.0	green	cin19700124T0623392010219140234826176256	1473017224
134	282				green	cin19700124T1237262032646139983543416576	1468059579
135	313				green	cin19700125T0031192075479139983593772800	1468005516
142	284	2016-09-02T18:42:00Z	39.88121	4230.0	green	cin19700127T0046522249212140541387859712	1472841821
143	316	2016-09-04T09:06:00Z	63.163277	519.0	green	cin19700127T0424492262289140234799036160	1472980048
146	284	2016-09-03T09:11:00Z	40.626945	1866.0	red	cin19700127T1250252292625140234842961664	1472893959
148	285	2016-09-03T07:15:00Z	77.89263	380.0	green	cin19700127T1710162308216140234924861184	1472887042
156	316	2016-09-04T00:39:00Z	67.87059	476.0	green	cin19700128T1822272398947140234842961664	1472949617
158	313	2016-09-04T13:41:00Z	3.217114	14047.0	red	cin19700128T2319062416746140234933253888	1472996586
159	277	2016-09-04T17:56:00Z	41.28289	545.0	green	cin19700129T0147582425678140234826176256	1473011859
160	346	2016-09-02T22:37:00Z	45.869713	2157.0	green	cin19700129T0356032433363140541396252416	1472855936
161	346	2016-09-02T20:42:00Z	41.581474	1702.0	yellow	cin19700129T0755142447714140541629155072	1472849007
162	283	2016-09-02T15:18:00Z	68.25782	511.0	green	cin19700129T0922052452925140541379467008	1472829577
165	280	2016-09-03T05:40:00Z	65.83212	579.0	green	cin19700129T1105452459145140234933253888	1472881318
168	310	2016-09-04T17:32:00Z	53.959656	1288.0	green	cin19700129T1707122480832140234834568960	1473010398
169	293	2016-09-04T17:16:00Z	54.44533	847.0	green	cin19700129T2108162495296140234924861184	1473009443
172	283	2016-09-03T17:59:00Z	61.82045	676.0	green	cin19700130T0356472519807140234924861184	1472925651
173	283	2016-09-04T15:07:00Z	68.47918	602.0	green	cin19700130T0652412530361140234826176256	1473001736
174	293	2016-09-03T20:05:00Z	54.386173	839.0	green	cin19700130T0858052537885140234842961664	1472933232
177	285	2016-09-03T15:00:00Z	77.68819	381.0	green	cin19700131T0052332595153140234834568960	1472914901
178	293	2016-09-04T14:35:00Z			yellow	cin19700131T0205482599548140234924861184	1472999888
179	310				green	cin19700131T0706372617597139983551809280	1467988421
181	313	2016-09-02T09:04:00Z	35.360565	1278.0	green	cin19700131T1610002650200140541637547776	1472807100
183	282	2016-09-03T11:31:00Z	67.76785	514.0	green	cin19700131T1832472658767140234941646592	1472902376
189	312	2016-09-03T08:21:00Z	61.95649	820.0	green	cin19700201T1441212731281140234799036160	1472890899
191	295	2016-09-03T00:44:00Z	76.2493	499.0	green	cin19700201T1803082743388140541387859712	1472863580
193	315	2016-09-04T14:17:00Z	34.764847	5472.0	green	cin19700202T0022352766155140234950039296	1472998752
194	310				green	cin19700202T0117502769470139983568594688	1468186027
195	294	2016-09-03T11:44:00Z	71.358826	984.0	green	cin19700202T0522362784156140234799036160	1472903163
197	280	2016-09-03T13:28:00Z	74.30176	513.0	yellow	cin19700202T1308412812121140234924861184	1472909394
200	285	2016-09-03T17:28:00Z	5.5658517	5318.0	red	cin19700203T0114352855675140234950039296	1472923792
201	282	2016-09-03T12:11:00Z	70.76423	487.0	green	cin19700203T0445002868300140234842961664	1472904734
203	276	2016-09-03T20:43:00Z	52.31489	423.0	green	cin19700203T1211452895105140234842961664	1472935521
204	294	2016-09-03T02:20:00Z	74.47862	931.0	green	cin19700203T1637122911032140234826176256	1472869311
205	285	2016-09-02T07:10:00Z	54.21099	546.0	green	cin19700203T1732242914344140541629155072	1472800288
207	276	2016-09-04T13:18:00Z	53.648514	413.0	green	cin19700203T2152092929929140234941646592	1472995171
210	315	2016-09-02T20:11:00Z			green	cin19700204T0611402959900140541387859712	1472847195
212	292	2016-09-02T15:16:00Z	26.846409	2862.0	green	cin19700204T0920042971204140541320750848	1472829477
218	283	2016-09-02T03:42:00Z	52.205406	666.0	green	cin19700205T0150313030631140541629155072	1472787857
221	288	2016-09-03T15:56:00Z	44.757565	23.0	green	cin19700205T1813003089580140234941646592	1472918206
231	285	2016-09-02T13:17:00Z	50.495632	871.0	green	cin19700206T2125083187508140541645940480	1472822359
232	310	2016-09-04T17:59:00Z	44.895935	1584.0	green	cin19700206T2159503189590140234941646592	1473012054
233	312	2016-09-02T08:57:00Z	31.89853	1612.0	green	cin19700207T0431223213082140541396252416	1472806706
234	316	2016-09-04T08:41:00Z	66.54317	508.0	green	cin19700207T0514083215648140234799036160	1472978506
236	280	2016-09-03T09:40:00Z	23.327295	1634.0	green	cin19700207T0832273227547140234799036160	1472895728
239	283	2016-09-03T19:43:00Z	55.142418	2191.0	green	cin19700207T1525483252348140234826176256	1472931886
242	312	2016-09-02T09:30:00Z	18.206541	3270.0	green	cin19700207T1713103258790140541645940480	1472808681
250	310	2016-09-02T15:15:00Z	45.221638	1556.0	green	cin19700209T0032213371541140541620762368	1472829379
259	315	2016-09-02T16:42:00Z	43.83279	822.0	green	cin19700210T0235103465310140541637547776	1472834613
261	312	2016-09-02T21:13:00Z	51.29889	976.0	green	cin19700210T0833053486785140541379467008	1472850890
264	316	2016-09-02T07:02:00Z	37.113876	916.0	green	cin19700211T0046153545175140541379467008	1472799797
268	280				yellow	cin19700211T1948393613719139983551809280	1468156008
269	310	2016-09-03T22:20:00Z	79.28787	864.0	green	cin19700211T2040513616851140234809390848	1472941353
273	282	2016-09-03T13:03:00Z	68.81367	502.0	green	cin19700212T0220083637208140234799036160	1472907857
279	312	2016-09-03T17:04:00Z	3.34312	13692.0	red	cin19700213T0357413729461140234834568960	1472922327
281	315	2016-09-02T03:29:00Z	69.76278	467.0	green	cin19700213T1317193763039140541620762368	1472787036
282	284	2016-09-04T14:02:00Z	40.36118	3160.0	green	cin19700213T1356153765375140234817783552	1472997800
285	347	2016-09-02T17:30:00Z	37.20432	1922.0	green	cin19700214T0441543818514140541379467008	1472837477
286	276	2016-09-04T08:48:00Z	12.554109	1782.0	yellow	cin19700214T0952043837124140234817783552	1472978992
290	346	2016-09-02T20:37:00Z			green	cin19700214T1434253854065140541629155072	1472848717
292	313	2016-09-03T08:33:00Z	73.84591	612.0	green	cin19700214T2146453880005140234842961664	1472891688
293	346	2016-09-02T17:11:00Z	40.275944	1241.0	green	cin19700215T0441133904873140541620762368	1472836390
296	312	2016-09-02T09:37:00Z	41.039906	1162.0	green	cin19700215T2214123968052140541637547776	1472809075
298	315	2016-09-02T22:07:00Z	62.705204	519.0	green	cin19700216T0134283980068140541629155072	1472854133
306	313	2016-09-03T17:38:00Z	30.762968	1469.0	green	cin19700218T0130304152630140234933253888	1472924380
307	276	2016-09-04T07:17:00Z	48.682625	459.0	green	cin19700218T1337374196257140234924861184	1472973529
308	316	2016-09-03T16:55:00Z	49.05614	2000.0	green	cin19700218T2254524229692140234933253888	1472921739
311	283	2016-09-04T13:37:00Z	4.753355	7396.0	green	cin19700219T0709224259362140234924861184	1472996303
315	285	2016-09-02T20:55:00Z	70.306885	421.0	green	cin19700219T1923074303387140541645940480	1472849846
319	347	2016-09-02T08:50:00Z	6.3405685	10937.0	yellow	cin19700220T0918314353511140541396252416	1472806309
320	285	2016-09-03T15:44:00Z	38.902615	4507.0	red	cin19700220T1004564356296140234924861184	1472917519
321	276	2016-09-03T01:31:00Z	23.269402	951.0	green	cin19700220T1124274361067140234799036160	1472866356
326	313	2016-09-02T10:26:00Z	45.134724	1221.0	green	cin19700221T0413294421609140541637547776	1472812087
329	346	2016-09-04T01:35:00Z	14.184577	3242.0	yellow	cin19700221T1639144466354140234826176256	1472953024
339	315	2016-09-03T12:40:00Z	74.4714	437.0	green	cin19700223T0101314582891140234817783552	1472906494
342	285	2016-09-03T07:21:00Z	66.66486	444.0	green	cin19700223T0849024610942140234941646592	1472887430
343	293	2016-09-03T02:38:00Z			red	cin19700223T1415084630508140234817783552	1472870433
346	285	2016-09-04T10:54:00Z	27.17143	7679.0	red	cin19700224T0602504687370140234924861184	1472986512
349	311	2016-09-04T18:27:00Z	28.037554	3523.0	green	cin19700224T1953434737223140234809390848	1473013761
350	290				red	cin19700224T2017354738655139983585380096	1468103116
353	313				green	cin19700225T0523014771381139983576987392	1468133170
355	288	2016-09-02T11:36:00Z	58.265	17.0	green	cin19700225T0759514780791140541629155072	1472816237
357	315	2016-09-02T06:43:00Z	61.997307	533.0	green	cin19700225T1635144811714140541629155072	1472798713
358	292	2016-09-04T16:59:00Z	63.465	720.0	green	cin19700225T2051244827084140234924861184	1473008482
360	284	2016-09-02T17:00:00Z	13.044319	2297.0	green	cin19700225T2228024832882140541645940480	1472835700
362	295				green	cin19700226T0520124857612139983576987392	1468095683
367	346	2016-09-02T16:25:00Z	32.581562	1568.0	green	cin19700226T1514344893274140541612369664	1472833631
368	315	2016-09-04T07:13:00Z			green	cin19700226T2238514919931140234950039296	1472973342
373	277	2016-09-03T22:04:00Z	55.461388	404.0	green	cin19700227T1352244974744140234924861184	1472940438
375	316	2016-09-04T15:04:00Z	48.85949	773.0	green	cin19700227T1809534990193140234941646592	1473001541
377	289				green	cin19700228T0404135025853139983585380096	1468180447
378	290	2016-09-03T16:02:00Z	38.20704	26.0	green	cin19700228T0859375043577140234933253888	1472918597
383	316	2016-09-03T13:05:00Z	55.99751	615.0	green	cin19700301T0643135121793140234826176256	1472908040
385	315	2016-09-02T00:25:00Z	8.715587	3734.0	yellow	cin19700301T1601005155260140541396252416	1472776032
395	280				yellow	cin19700302T2151005262660139983593772800	1468086980
399	346	2016-09-02T10:55:00Z	64.13724	717.0	green	cin19700303T1536155326575140541629155072	1472813762
401	346	2016-09-03T10:54:00Z	49.39463	931.0	green	cin19700303T1719205332760140234924861184	1472900104
402	315	2016-09-02T12:40:00Z	55.61677	645.0	green	cin19700303T2147435348863140541387859712	1472820091
403	279				green	cin19700303T2315585354158139982983395072	1468082687
405	293	2016-09-04T07:03:00Z	68.71988	664.0	green	cin19700304T0909185389758140234834568960	1472972712
406	312	2016-09-03T07:54:00Z	66.87922	691.0	green	cin19700304T1002055392925140234933253888	1472889354
414	288	2016-09-02T02:41:00Z	26.367567	37.0	green	cin19700306T0300005540400140541379467008	1472784232
415	282	2016-09-03T13:20:00Z	60.157867	1687.0	green	cin19700306T0435235546123140234834568960	1472908906
416	312				green	cin19700306T0511465548306139983593772800	1468078396
419	276	2016-09-02T14:26:00Z	26.753935	4825.0	green	cin19700306T0902335562153140541387859712	1472826507
421	288	2016-09-03T12:41:00Z	45.4013	22.0	green	cin19700306T1246535575613140234834568960	1472906590
422	282	2016-09-04T14:46:00Z	73.55487	476.0	green	cin19700306T1544535586293140234834568960	1473000468
423	347				green	cin19700306T1747285593648139983543416576	1467989423
424	316	2016-09-04T05:02:00Z	67.5878	478.0	green	cin19700306T1839185596758140234809390848	1472965437
427	346	2016-09-02T18:26:00Z	52.09937	957.0	green	cin19700306T2218065609886140541612369664	1472840842
429	315	2016-09-02T05:56:00Z	36.32277	1447.0	green	cin19700307T0635465639746140541637547776	1472795893
432	315	2016-09-03T09:00:00Z	51.515648	641.0	green	cin19700308T0344135715853140234799036160	1472893267
434	313	2016-09-04T15:24:00Z			green	cin19700308T0428145718494140234834568960	1473002697
439	315	2016-09-02T19:00:00Z	39.776672	1528.0	green	cin19700308T1047065741226140541320750848	1472842901
440	312	2016-09-02T20:18:00Z	49.20947	1261.0	green	cin19700308T1141495744509140541396252416	1472847573
445	284	2016-09-02T06:59:00Z	73.1235	410.0	green	cin19700309T0106115792771140541637547776	1472799598
449	315	2016-09-03T13:51:00Z	64.32837	508.0	green	cin19700309T0526585808418140234941646592	1472910745
452	312	2016-09-02T08:24:00Z	30.785366	1669.0	green	cin19700309T1404545839494140541612369664	1472804723
455	276	2016-09-02T23:36:00Z			yellow	cin19700309T2007495861269140541620762368	1472859475
456	283	2016-09-03T23:25:00Z			green	cin19700309T2143315867011140234817783552	1472945285
466	292	2016-09-04T11:15:00Z	65.05788	703.0	green	cin19700310T2050505950250140234842961664	1472987742
472	290	2016-09-02T05:50:00Z	36.388287	27.0	green	cin19700312T0323086060188140541612369664	1472795503
477	310				green	cin19700312T1955006119700139983568594688	1468160192
478	276	2016-09-03T11:46:00Z	20.9191	2967.0	green	cin19700313T0103266138206140234799036160	1472903257
486	347	2016-09-02T12:26:00Z	15.101655	4592.0	green	cin19700314T1949226292162140541645940480	1472819304
488	277	2016-09-03T11:05:00Z	39.309475	570.0	green	cin19700315T0505596325559140234924861184	1472900789
490	296	2016-09-02T16:32:00Z	11.640273	2266.0	yellow	cin19700315T1118526347932140541320750848	1472834024
491	276	2016-09-03T13:34:00Z	45.069653	491.0	green	cin19700315T1356356357395140234809390848	1472909785
496	284	2016-09-03T15:03:00Z	4.685004	7808.0	yellow	cin19700316T1250116439811140234933253888	1472915096
497	293	2016-09-03T14:13:00Z	59.03495	773.0	green	cin19700316T1424156445455140234826176256	1472912096
503	315	2016-09-02T18:43:00Z	67.42842	485.0	green	cin19700317T1112056520325140541387859712	1472841915
505	282	2016-09-02T09:41:00Z	74.51942	462.0	green	cin19700317T1447536533273140541396252416	1472809369
509	315	2016-09-04T19:16:00Z	66.11926	499.0	green	cin19700317T2248276562107140234817783552	1473016656
510	291				green	cin19700317T2302576562977139983568594688	1467971829
513	294	2016-09-03T09:41:00Z			green	cin19700318T1328516614931140234826176256	1472895825
514	294	2016-09-03T11:57:00Z			green	cin19700318T1333316615211140234950039296	1472903949
515	313	2016-09-02T19:19:00Z	40.472992	2894.0	green	cin19700318T1414376617677140541637547776	1472844070
519	276	2016-09-03T12:44:00Z	4.7193856	4689.0	red	cin19700319T1709526714592140234842961664	1472906779
521	285	2016-09-02T07:13:00Z			green	cin19700319T2255196735319140541645940480	1472800485
522	294	2016-09-02T13:40:00Z	56.66142	1241.0	green	cin19700319T2355176738917140541620762368	1472823736
524	290	2016-09-02T08:38:00Z	34.90704	31.0	green	cin19700320T1314156786855140541379467008	1472805515
529	293	2016-09-04T07:46:00Z	64.66638	707.0	green	cin19700320T2242086820928140234809390848	1472975240
534	282	2016-09-02T21:47:00Z	76.89194	447.0	green	cin19700321T1953486897228140541612369664	1472852933
537	315	2016-09-04T12:55:00Z	65.9658	504.0	yellow	cin19700322T0703436937423140234924861184	1472993754
538	292	2016-09-04T08:13:00Z	52.547745	883.0	green	cin19700322T0838146943094140234950039296	1472976869
544	346	2016-09-03T16:45:00Z	64.02127	762.0	green	cin19700322T1931246982284140234941646592	1472921149
546	291				green	cin19700323T0036297000589139983543416576	1468146868
549	346	2016-09-03T16:16:00Z	54.515766	939.0	green	cin19700323T1457107052230140234834568960	1472919382
555	293	2016-09-03T15:38:00Z	47.23942	1174.0	green	cin19700324T0738037112283140234842961664	1472917220
556	316	2016-09-04T16:36:00Z	47.734882	797.0	green	cin19700324T0937467119466140234941646592	1473007041
557	310	2016-09-02T17:27:00Z	45.53367	1506.0	green	cin19700324T1354457134885140541645940480	1472837277
558	284	2016-09-02T10:23:00Z	45.98944	1251.0	yellow	cin19700324T1839377151977140541396252416	1472811888
561	315	2016-09-03T14:27:00Z	49.156353	666.0	green	cin19700325T0135267176926140234834568960	1472912965
562	316	2016-09-04T20:30:00Z	2.4001782	13460.0	red	cin19700325T0418477186727140234809390848	1473021115
564	296	2016-09-03T19:26:00Z	46.878403	551.0	green	cin19700325T1735297234529140234799036160	1472930918
565	282	2016-09-02T05:38:00Z	78.28975	439.0	green	cin19700325T1803447236224140541320750848	1472794819
567	283	2016-09-02T06:26:00Z	73.07504	477.0	green	cin19700325T1842347238554140541637547776	1472797641
568	315	2016-09-04T01:32:00Z	3.4241948	10366.0	red	cin19700326T0005067257906140234924861184	1472952848
569	316	2016-09-03T14:16:00Z	18.129448	7268.0	green	cin19700326T0014297258469140234826176256	1472912288
570	312	2016-09-02T07:20:00Z	39.793022	1157.0	green	cin19700326T0918507291130140541612369664	1472800879
571	295	2016-09-04T00:13:00Z	5.5865293	6896.0	yellow	cin19700326T1105237297523140234799036160	1472948094
574	288	2016-09-03T07:08:00Z	40.239395	25.0	green	cin19700326T1634457317285140234809390848	1472886565
577	289				red	cin19700326T2311057341065139983568594688	1468083357
582	284	2016-09-03T09:30:00Z	38.761772	2207.0	yellow	cin19700327T2017087417028140234933253888	1472895142
583	295	2016-09-02T13:16:00Z	5.2185435	7291.0	yellow	cin19700327T2035237418123140541620762368	1472822261
585	315	2016-09-02T13:13:00Z	62.17683	527.0	green	cin19700328T0333177443197140541620762368	1472822064
589	284	2016-09-03T17:18:00Z	77.94894	385.0	green	cin19700328T0657527455472140234826176256	1472923208
590	312	2016-09-02T15:18:00Z	41.304996	4733.0	green	cin19700328T0842377461757140541387859712	1472829578
593	282	2016-09-03T05:24:00Z	71.15776	483.0	green	cin19700328T1456547484214140234817783552	1472880457
595	310	2016-09-03T17:49:00Z			green	cin19700328T2329247514964140234842961664	1472925063
596	282	2016-09-04T20:21:00Z	51.71855	2835.0	green	cin19700329T0110177521017140234950039296	1473020560
601	283	2016-09-02T18:35:00Z	75.18403	463.0	green	cin19700329T2134437594483140541371074304	1472841429
604	312				green	cin19700330T0324027615442139982983395072	1468039038
605	280	2016-09-02T11:51:00Z	2.790804	13658.0	red	cin19700330T0841267634486140541629155072	1472817124
606	313	2016-09-03T20:56:00Z	66.11731	690.0	green	cin19700330T0850077635007140234799036160	1472936265
607	312				red	cin19700330T1024377640677139983593772800	1468111798
610	347	2016-09-03T15:58:00Z	36.391747	3496.0	green	cin19700330T1607487661268140234817783552	1472918402
611	311	2016-09-04T20:08:00Z	48.191814	525.0	green	cin19700330T1840307670430140234941646592	1473019785
618	346	2016-09-03T10:58:00Z	54.421776	845.0	green	cin19700331T1707257751245140234941646592	1472900396
619	282	2016-09-04T19:30:00Z	74.28755	463.0	green	cin19700331T1955477761347140234950039296	1473017500
627	313	2016-09-03T12:37:00Z	79.561264	568.0	green	cin19700402T0842397893759140234924861184	1472906298
628	308	2016-09-03T21:00:00Z	2.0934343	12017.0	red	cin19700402T0944367897476140234817783552	1472936544
629	277	2016-09-04T17:48:00Z	48.3766	466.0	green	cin19700402T1222437906963140234826176256	1473011372
636	316	2016-09-02T18:03:00Z	35.35347	5698.0	red	cin19700403T1252407995160140541645940480	1472839466
639	293	2016-09-03T07:45:00Z	55.646343	820.0	green	cin19700403T1808408014120140234799036160	1472888872
642	279				yellow	cin19700404T0433318051611139983585380096	1468132173
643	288	2016-09-02T13:24:00Z	46.193184	22.0	green	cin19700404T0544218055861140541645940480	1472822757
646	282	2016-09-02T19:13:00Z	71.75198	479.0	green	cin19700404T1011418071901140541612369664	1472843677
647	276	2016-09-04T06:38:00Z	53.716713	412.0	green	cin19700404T1211548079114140234941646592	1472971217
651	316	2016-09-02T16:48:00Z	52.29503	621.0	green	cin19700405T0128248126904140541371074304	1472835011
654	315	2016-09-03T23:47:00Z	49.012047	664.0	green	cin19700405T1510268176226140234826176256	1472946512
656	290	2016-09-02T07:46:00Z	33.620815	30.0	green	cin19700406T1351568257916140541371074304	1472802460
658	282	2016-09-03T23:29:00Z	64.78264	554.0	green	cin19700406T1830408274640140234941646592	1472945463
663	288	2016-09-02T06:15:00Z			green	cin19700407T0039498296789140541387859712	1472796965
664	313	2016-09-02T15:26:00Z	29.651814	1600.0	green	cin19700407T0148048300884140541396252416	1472830070
667	283	2016-09-04T09:45:00Z	72.738075	478.0	green	cin19700407T0445408311540140234834568960	1472982359
668	283	2016-09-03T04:58:00Z	16.072504	2617.0	yellow	cin19700407T0851178326277140234933253888	1472878793
670	285	2016-09-02T11:58:00Z	45.77794	3974.0	green	cin19700407T1538078350687140541396252416	1472817619
671	283	2016-09-02T19:34:00Z	40.241867	4684.0	red	cin19700407T1802528359372140541379467008	1472844954
673	293	2016-09-04T13:54:00Z	65.702255	695.0	green	cin19700408T0838018411881140234842961664	1472997327
676	313				yellow	cin19700408T1328228429302139983551809280	1468028457
677	313				green	cin19700408T1517168435836139983535023872	1467964912
678	295				green	cin19700408T1627088440028139983551809280	1468003374
683	295	2016-09-02T12:10:00Z	13.711135	2775.0	yellow	cin19700409T0558508488730140541620762368	1472818312
687	282	2016-09-03T06:10:00Z	75.63527	455.0	green	cin19700409T1005198503519140234924861184	1472883115
688	282	2016-09-02T20:01:00Z	59.745888	708.0	green	cin19700409T1308058514485140541612369664	1472846612
694	282	2016-09-03T04:50:00Z	75.20612	457.0	green	cin19700410T0219578561997140234834568960	1472878308
697	313				yellow	cin19700410T0814508583290139983543416576	1468088252
699	279				yellow	cin19700410T1833378620417139983602165504	1468018892
703	294	2016-09-02T08:09:00Z	23.005192	3016.0	green	cin19700410T2225158634315140541637547776	1472803838
712	276	2016-09-04T15:49:00Z	56.308395	393.0	green	cin19700412T0011488727108140234842961664	1473004219
713	310	2016-09-03T17:55:00Z	70.94425	965.0	green	cin19700412T0332358739155140234842961664	1472925453
714	279				green	cin19700412T0459528744392139983576987392	1468147000
717	294	2016-09-02T13:27:00Z	68.247635	1016.0	green	cin19700413T1454528866492140541371074304	1472822951
718	316	2016-09-04T20:13:00Z	57.95434	558.0	green	cin19700413T1456208866580140234842961664	1473020078
720	311	2016-09-03T11:40:00Z	8.685675	2869.0	yellow	cin19700413T1740448876444140234809390848	1472902866
723	280				red	cin19700414T0628328922512139983602165504	1468102982
733	290	2016-09-04T00:34:00Z	56.541176	17.0	red	cin19700415T0210388993438140234809390848	1472949347
734	312	2016-09-02T18:16:00Z	72.6326	634.0	green	cin19700415T0606219007581140541612369664	1472840259
739	313	2016-09-02T19:18:00Z	8.75621	5161.0	green	cin19700415T2237039067023140541612369664	1472843974
740	284	2016-09-04T12:19:00Z			green	cin19700416T0739279099567140234817783552	1472991667
743	290	2016-09-02T11:38:00Z	45.45729	25.0	green	cin19700416T2205359151535140541379467008	1472816331
744	284	2016-09-02T13:23:00Z	40.531857	1435.0	green	cin19700417T0559419179981140541645940480	1472822659
745	288	2016-09-03T08:53:00Z	34.52476	30.0	green	cin19700417T0705209183920140234799036160	1472892876
750	292	2016-09-03T15:09:00Z	56.343773	811.0	green	cin19700417T2227229239242140234950039296	1472915489
751	308	2016-09-03T06:01:00Z	63.2276	398.0	green	cin19700417T2251409240700140234842961664	1472882636
752	320				green	cin19700418T0121569249716139983576987392	1468089525
757	282	2016-09-03T05:48:00Z	70.14123	490.0	green	cin19700419T1349049380944140234809390848	1472881793
760	296	2016-09-02T20:08:00Z	57.952347	449.0	green	cin19700420T0325379429937140541387859712	1472847003
761	346	2016-09-02T17:46:00Z	30.168787	1526.0	green	cin19700420T0841029448862140541320750848	1472838481
762	283	2016-09-02T09:15:00Z	75.53745	461.0	green	cin19700420T1505439471943140541396252416	1472807786
763	293	2016-09-03T16:29:00Z	47.432434	962.0	green	cin19700420T1819189483558140234834568960	1472920263
764	319				yellow	cin19700420T2157019496621139983602165504	1467962736
