_id	sketch_id	vector_id	visible	copyrights	coordinates	cin_id	creation_time
1	1	276	1		[{"lat":52.177415577542504, "lon":-0.9554690223566572},{"lat":52.17309288543352, "lon":-0.957378755174918},{"lat":52.16865132590965, "lon":-0.9596210819110648},{"lat":52.16196512028643, "lon":-0.9630543094497152},{"lat":52.15988534756617, "lon":-0.9641701083997002},{"lat":52.15733156965089, "lon":-0.9652429920055173},{"lat":52.155922979961424, "lon":-0.9657794338084256},{"lat":52.154632830670735, "lon":-0.966423163971934},{"lat":52.15288843671502, "lon":-0.9674531322335828},{"lat":52.15205241991146, "lon":-0.968193421921514},{"lat":52.151183472422005, "lon":-0.9691053729864763},{"lat":52.15017626206456, "lon":-0.9707361560672857},{"lat":52.14968910639558, "lon":-0.9717446666567611},{"lat":52.14925461170772, "lon":-0.9729248386231777},{"lat":52.14775359743435, "lon":-0.978246341307915},{"lat":52.14657558142355, "lon":-0.9806656938390018},{"lat":52.14523204289646, "lon":-0.9826022487475249},{"lat":52.144152720874764, "lon":-0.9848284822294963},{"lat":52.14346797552325, "lon":-0.9866309266873371},{"lat":52.142546186309005, "lon":-0.989978323537382},{"lat":52.14204577845951, "lon":-0.9914803605855079},{"lat":52.13991239770627, "lon":-0.9963297944837685},{"lat":52.13928026526488, "lon":-0.9964585405164521},{"lat":52.13651458034977, "lon":-0.9939265352067671},{"lat":52.13452581506361, "lon":-0.9916198354542783},{"lat":52.13365652553021, "lon":-0.9907937150778315}]	cin19700513T15410411461264140490819352320	1472123036
2	2	277	1		[{"lat":52.13360668612163, "lon":-0.9907883506594738},{"lat":52.134522074893084, "lon":-0.9916734796342639},{"lat":52.136451573785166, "lon":-0.9939748149687538},{"lat":52.13722861799135, "lon":-0.9948062997631992},{"lat":52.13818344188672, "lon":-0.9956860643199907},{"lat":52.13923043214803, "lon":-0.9963941674998407},{"lat":52.13940822050275, "lon":-0.9966731172373817},{"lat":52.139454313664224, "lon":-0.996994982319091},{"lat":52.13967160935357, "lon":-0.9972202878762875},{"lat":52.13989548865217, "lon":-0.9971451860239485},{"lat":52.13998767391837, "lon":-0.9965336423686113},{"lat":52.142647795124816, "lon":-0.990139256077967},{"lat":52.14349057265973, "lon":-0.9870922666374576},{"lat":52.14413581343052, "lon":-0.9851825338191967},{"lat":52.14514974432433, "lon":-0.9830582242796467},{"lat":52.146729850342965, "lon":-0.9806549650026455},{"lat":52.14758571769267, "lon":-0.9789168935612362},{"lat":52.14836585936797, "lon":-0.9768301349480353},{"lat":52.14931056959579, "lon":-0.9730160337293327},{"lat":52.150034724143104, "lon":-0.9712565046157496},{"lat":52.15111435087162, "lon":-0.9694969755022566},{"lat":52.15211495714538, "lon":-0.9683168035358397},{"lat":52.15320769883276, "lon":-0.9673726659627963},{"lat":52.155669560730956, "lon":-0.9661281209800378},{"lat":52.157394099468895, "lon":-0.9654200178001876},{"lat":52.158973770977695, "lon":-0.9650552373742206},{"lat":52.159424625270546, "lon":-0.9648138385630286},{"lat":52.16842430095667, "lon":-0.9600341420990187},{"lat":52.17295142037487, "lon":-0.9576737981662751},{"lat":52.17622803046508, "lon":-0.9560644727575497},{"lat":52.17746492091813, "lon":-0.9557211500036666}]	cin19830221T122248414678168140490720667392	1472123132
3	3	279	1	© Mapbox © OpenStreetMap contributors	[{"lat":52.02651999999999, "lon":-1.13436},{"lat":52.02652999999998, "lon":-1.13432},{"lat":52.02652999999998, "lon":-1.13424},{"lat":52.02651999999999, "lon":-1.1341},{"lat":52.02647999999999, "lon":-1.13397},{"lat":52.02640999999999, "lon":-1.13388},{"lat":52.02634999999998, "lon":-1.13384},{"lat":52.02629, "lon":-1.13383},{"lat":52.02622, "lon":-1.13384},{"lat":52.026129999999995, "lon":-1.13391},{"lat":52.02607, "lon":-1.13403},{"lat":52.02604, "lon":-1.1342},{"lat":52.025929999999995, "lon":-1.13436},{"lat":52.02579999999999, "lon":-1.13453},{"lat":52.02440999999999, "lon":-1.1357},{"lat":52.02346000000001, "lon":-1.13675},{"lat":52.02252000000001, "lon":-1.13825},{"lat":52.021989999999995, "lon":-1.13937},{"lat":52.021469999999994, "lon":-1.14094},{"lat":52.021229999999996, "lon":-1.1421},{"lat":52.02110999999999, "lon":-1.14313},{"lat":52.02102000000001, "lon":-1.14431},{"lat":52.020999999999994, "lon":-1.14565},{"lat":52.021059999999984, "lon":-1.14708},{"lat":52.0212, "lon":-1.1486800000000001},{"lat":52.02118999999998, "lon":-1.14884},{"lat":52.021159999999995, "lon":-1.14902},{"lat":52.02110999999999, "lon":-1.14918},{"lat":52.02102999999998, "lon":-1.14929},{"lat":52.020989999999976, "lon":-1.14939},{"lat":52.020969999999984, "lon":-1.14946},{"lat":52.020959999999995, "lon":-1.14958},{"lat":52.020959999999995, "lon":-1.1497},{"lat":52.020999999999994, "lon":-1.14985},{"lat":52.021049999999995, "lon":-1.14995},{"lat":52.02113999999999, "lon":-1.15004},{"lat":52.021229999999996, "lon":-1.15008},{"lat":52.02134999999998, "lon":-1.15013},{"lat":52.02150999999998, "lon":-1.15035},{"lat":52.022549999999995, "lon":-1.1536500000000003},{"lat":52.0227, "lon":-1.1540900000000003},{"lat":52.02292999999999, "lon":-1.15468},{"lat":52.023179999999996, "lon":-1.1552300000000002},{"lat":52.023419999999994, "lon":-1.15569},{"lat":52.02369999999999, "lon":-1.15616},{"lat":52.02389999999998, "lon":-1.15646},{"lat":52.02410999999998, "lon":-1.15676},{"lat":52.02452999999999, "lon":-1.1573},{"lat":52.02476000000001, "lon":-1.15753},{"lat":52.02492, "lon":-1.15771},{"lat":52.02537999999999, "lon":-1.15813},{"lat":52.02670999999998, "lon":-1.15933},{"lat":52.027889999999985, "lon":-1.16044},{"lat":52.02896, "lon":-1.16147},{"lat":52.02940999999999, "lon":-1.16194},{"lat":52.03001, "lon":-1.16255},{"lat":52.03127, "lon":-1.16384},{"lat":52.031529999999975, "lon":-1.16411},{"lat":52.03171999999999, "lon":-1.16428},{"lat":52.03192, "lon":-1.16447},{"lat":52.031909999999975, "lon":-1.16454},{"lat":52.031909999999975, "lon":-1.1646},{"lat":52.03193, "lon":-1.16466},{"lat":52.03195999999996, "lon":-1.16471},{"lat":52.03198999999999, "lon":-1.16473},{"lat":52.03203, "lon":-1.16473},{"lat":52.03207, "lon":-1.16471},{"lat":52.03210000000001, "lon":-1.16467},{"lat":52.032649999999975, "lon":-1.16545},{"lat":52.03299999999999, "lon":-1.166},{"lat":52.03330999999999, "lon":-1.16656},{"lat":52.033839999999984, "lon":-1.16762},{"lat":52.034310000000005, "lon":-1.16853},{"lat":52.034569999999995, "lon":-1.16899},{"lat":52.03492999999999, "lon":-1.16963},{"lat":52.035349999999994, "lon":-1.17045},{"lat":52.035729999999994, "lon":-1.17125},{"lat":52.03600999999999, "lon":-1.17186},{"lat":52.03629999999998, "lon":-1.17256},{"lat":52.03658, "lon":-1.17323},{"lat":52.03701999999998, "lon":-1.17438},{"lat":52.03724999999997, "lon":-1.17504},{"lat":52.03737999999998, "lon":-1.1755},{"lat":52.03754999999998, "lon":-1.17612},{"lat":52.037749999999996, "lon":-1.17686},{"lat":52.03795, "lon":-1.17765},{"lat":52.03808999999999, "lon":-1.17822},{"lat":52.03885999999998, "lon":-1.1815},{"lat":52.03900999999998, "lon":-1.1821300000000001},{"lat":52.03954999999998, "lon":-1.18445},{"lat":52.040079999999996, "lon":-1.18656},{"lat":52.040900000000015, "lon":-1.1897200000000003},{"lat":52.04104, "lon":-1.19024},{"lat":52.04165, "lon":-1.19235},{"lat":52.04192, "lon":-1.19315},{"lat":52.042129999999986, "lon":-1.1937000000000002},{"lat":52.04232999999999, "lon":-1.19419},{"lat":52.04254999999999, "lon":-1.19469},{"lat":52.04284, "lon":-1.19527},{"lat":52.04335999999999, "lon":-1.19627},{"lat":52.04370999999997, "lon":-1.1969400000000001},{"lat":52.043890000000005, "lon":-1.19721},{"lat":52.044029999999985, "lon":-1.19736},{"lat":52.044610000000006, "lon":-1.19794},{"lat":52.04489, "lon":-1.19821},{"lat":52.04585999999998, "lon":-1.1991900000000002},{"lat":52.04611, "lon":-1.19943},{"lat":52.04714, "lon":-1.2004},{"lat":52.04773, "lon":-1.2009600000000002},{"lat":52.04790000000001, "lon":-1.20115},{"lat":52.04806, "lon":-1.20138},{"lat":52.048189999999984, "lon":-1.20159},{"lat":52.04832999999999, "lon":-1.2019},{"lat":52.04858999999999, "lon":-1.20253},{"lat":52.04891000000001, "lon":-1.20339},{"lat":52.04897999999999, "lon":-1.20363},{"lat":52.049049999999994, "lon":-1.2039099999999998},{"lat":52.049099999999996, "lon":-1.20426},{"lat":52.04912999999999, "lon":-1.2046499999999998},{"lat":52.04916999999998, "lon":-1.20561},{"lat":52.04921, "lon":-1.2060200000000003},{"lat":52.04925, "lon":-1.20628},{"lat":52.04934, "lon":-1.20662},{"lat":52.049599999999984, "lon":-1.20741},{"lat":52.04993999999998, "lon":-1.20839},{"lat":52.05055000000001, "lon":-1.2099900000000001},{"lat":52.05073999999999, "lon":-1.21053},{"lat":52.050839999999994, "lon":-1.21085},{"lat":52.05093, "lon":-1.21123},{"lat":52.050990000000006, "lon":-1.21167},{"lat":52.051099999999984, "lon":-1.21344},{"lat":52.05117999999999, "lon":-1.21424},{"lat":52.05127999999998, "lon":-1.2151499999999997},{"lat":52.051350000000006, "lon":-1.21569},{"lat":52.0514, "lon":-1.21593},{"lat":52.051489999999994, "lon":-1.21618},{"lat":52.05158999999999, "lon":-1.2163800000000002},{"lat":52.051729999999985, "lon":-1.21662},{"lat":52.051999999999985, "lon":-1.2169900000000002},{"lat":52.05217999999998, "lon":-1.21721},{"lat":52.053029999999985, "lon":-1.2181500000000003},{"lat":52.05344, "lon":-1.21861},{"lat":52.05356999999998, "lon":-1.21878},{"lat":52.05364, "lon":-1.21895},{"lat":52.05367, "lon":-1.21908},{"lat":52.053689999999996, "lon":-1.21923},{"lat":52.053689999999996, "lon":-1.2194},{"lat":52.053680000000014, "lon":-1.21958},{"lat":52.05364999999999, "lon":-1.2197600000000002},{"lat":52.05355, "lon":-1.22011},{"lat":52.05346999999999, "lon":-1.22038},{"lat":52.053359999999984, "lon":-1.22085},{"lat":52.05331999999998, "lon":-1.2211100000000001},{"lat":52.05330999999999, "lon":-1.22126},{"lat":52.05333, "lon":-1.2214200000000002},{"lat":52.053359999999984, "lon":-1.2215399999999998},{"lat":52.05340999999998, "lon":-1.2216900000000002},{"lat":52.05356999999998, "lon":-1.22207},{"lat":52.054179999999995, "lon":-1.22343},{"lat":52.054439999999985, "lon":-1.22395},{"lat":52.05458, "lon":-1.22413},{"lat":52.054719999999996, "lon":-1.22429},{"lat":52.05516000000001, "lon":-1.22463},{"lat":52.055299999999995, "lon":-1.22475},{"lat":52.055379999999985, "lon":-1.22485},{"lat":52.055489999999985, "lon":-1.22499},{"lat":52.055589999999995, "lon":-1.22516},{"lat":52.05570999999999, "lon":-1.22543},{"lat":52.05579999999999, "lon":-1.22567},{"lat":52.05588000000001, "lon":-1.22595},{"lat":52.05593, "lon":-1.22622},{"lat":52.05597999999999, "lon":-1.2265900000000003},{"lat":52.056029999999986, "lon":-1.22713},{"lat":52.056129999999996, "lon":-1.2283700000000002},{"lat":52.05615000000001, "lon":-1.22899},{"lat":52.05615999999999, "lon":-1.23032},{"lat":52.05618, "lon":-1.23072},{"lat":52.056229999999985, "lon":-1.23108},{"lat":52.05629999999998, "lon":-1.23139},{"lat":52.05640999999999, "lon":-1.2317},{"lat":52.05653999999999, "lon":-1.23197},{"lat":52.05674, "lon":-1.23226},{"lat":52.056979999999996, "lon":-1.2325200000000003},{"lat":52.057349999999985, "lon":-1.2328900000000003},{"lat":52.05817999999999, "lon":-1.23368},{"lat":52.058379999999985, "lon":-1.2338800000000003},{"lat":52.058549999999975, "lon":-1.23409},{"lat":52.05867999999998, "lon":-1.2343},{"lat":52.05879000000001, "lon":-1.23456},{"lat":52.058930000000004, "lon":-1.23505},{"lat":52.05898999999998, "lon":-1.23538},{"lat":52.05900999999999, "lon":-1.23563},{"lat":52.05899999999997, "lon":-1.23596},{"lat":52.05897999999999, "lon":-1.2364},{"lat":52.05898999999998, "lon":-1.23679},{"lat":52.05903, "lon":-1.2370999999999999},{"lat":52.059099999999994, "lon":-1.23744},{"lat":52.059200000000004, "lon":-1.2378299999999998},{"lat":52.05929, "lon":-1.23811},{"lat":52.059409999999986, "lon":-1.23835},{"lat":52.059569999999994, "lon":-1.2385699999999997},{"lat":52.060390000000005, "lon":-1.23966},{"lat":52.06055999999998, "lon":-1.23987},{"lat":52.06066999999998, "lon":-1.2400800000000003},{"lat":52.06075999999998, "lon":-1.24031},{"lat":52.06082, "lon":-1.24062},{"lat":52.06087999999998, "lon":-1.2410899999999998},{"lat":52.06098999999998, "lon":-1.2421199999999997},{"lat":52.06116999999998, "lon":-1.24395},{"lat":52.061249999999994, "lon":-1.24454},{"lat":52.06132999999998, "lon":-1.24503},{"lat":52.0614, "lon":-1.2453900000000002},{"lat":52.06148000000002, "lon":-1.2457600000000002},{"lat":52.06158999999999, "lon":-1.2461400000000002},{"lat":52.061699999999995, "lon":-1.24643},{"lat":52.06182999999999, "lon":-1.2467},{"lat":52.062019999999976, "lon":-1.2470199999999998},{"lat":52.06230999999999, "lon":-1.24744},{"lat":52.06335999999998, "lon":-1.2488300000000003},{"lat":52.06364, "lon":-1.2492300000000003},{"lat":52.06382, "lon":-1.2495299999999998},{"lat":52.064040000000006, "lon":-1.2499800000000003},{"lat":52.06445000000001, "lon":-1.25095},{"lat":52.0646, "lon":-1.2513200000000002},{"lat":52.06516000000002, "lon":-1.25269},{"lat":52.066919999999996, "lon":-1.25703},{"lat":52.06741999999999, "lon":-1.25829},{"lat":52.067559999999986, "lon":-1.2586999999999997},{"lat":52.067750000000004, "lon":-1.2593200000000002},{"lat":52.06786, "lon":-1.2597499999999997},{"lat":52.06795999999999, "lon":-1.26022},{"lat":52.067990000000016, "lon":-1.26032},{"lat":52.06808, "lon":-1.2608200000000003},{"lat":52.06817999999999, "lon":-1.26147},{"lat":52.068249999999985, "lon":-1.26216},{"lat":52.068300000000015, "lon":-1.26296},{"lat":52.06834, "lon":-1.2639400000000003},{"lat":52.06836, "lon":-1.26478},{"lat":52.068480000000015, "lon":-1.2671800000000002},{"lat":52.06855000000001, "lon":-1.26843},{"lat":52.06869, "lon":-1.2700999999999998},{"lat":52.06898, "lon":-1.27374},{"lat":52.06912999999999, "lon":-1.27596},{"lat":52.06917, "lon":-1.27661},{"lat":52.06929000000002, "lon":-1.27869},{"lat":52.06936, "lon":-1.27936},{"lat":52.069439999999986, "lon":-1.27996},{"lat":52.06954000000001, "lon":-1.28056},{"lat":52.06961999999999, "lon":-1.28097},{"lat":52.069880000000005, "lon":-1.2820000000000003},{"lat":52.07023, "lon":-1.28308},{"lat":52.070700000000016, "lon":-1.28422},{"lat":52.07138000000001, "lon":-1.28575},{"lat":52.072309999999995, "lon":-1.28766},{"lat":52.07236000000002, "lon":-1.28797},{"lat":52.07236999999999, "lon":-1.28814},{"lat":52.07234000000002, "lon":-1.28824}]	cin19951118T035502816666902139987192473344	1471392021
4	4	278	1	© Mapbox © OpenStreetMap contributors	[{"lat":52.07275735557116, "lon":-1.2879128047514665},{"lat":52.072604031094954, "lon":-1.2879047581243788},{"lat":52.07242267888431, "lon":-1.2877679654646972},{"lat":52.072309999999995, "lon":-1.28766},{"lat":52.07138000000001, "lon":-1.28575},{"lat":52.070700000000016, "lon":-1.28422},{"lat":52.07023, "lon":-1.28308},{"lat":52.069880000000005, "lon":-1.2820000000000003},{"lat":52.06961999999999, "lon":-1.28097},{"lat":52.06954000000001, "lon":-1.28056},{"lat":52.069439999999986, "lon":-1.27996},{"lat":52.06936, "lon":-1.27936},{"lat":52.06929000000002, "lon":-1.27869},{"lat":52.06917, "lon":-1.27661},{"lat":52.06912999999999, "lon":-1.27596},{"lat":52.06898, "lon":-1.27374},{"lat":52.06869, "lon":-1.2700999999999998},{"lat":52.06855000000001, "lon":-1.26843},{"lat":52.068480000000015, "lon":-1.2671800000000002},{"lat":52.06836, "lon":-1.26478},{"lat":52.06834, "lon":-1.2639400000000003},{"lat":52.068300000000015, "lon":-1.26296},{"lat":52.068249999999985, "lon":-1.26216},{"lat":52.06817999999999, "lon":-1.26147},{"lat":52.06808, "lon":-1.2608200000000003},{"lat":52.067990000000016, "lon":-1.26032},{"lat":52.06795999999999, "lon":-1.26022},{"lat":52.06786, "lon":-1.2597499999999997},{"lat":52.067750000000004, "lon":-1.2593200000000002},{"lat":52.067559999999986, "lon":-1.2586999999999997},{"lat":52.06741999999999, "lon":-1.25829},{"lat":52.066919999999996, "lon":-1.25703},{"lat":52.06516000000002, "lon":-1.25269},{"lat":52.0646, "lon":-1.2513200000000002},{"lat":52.06445000000001, "lon":-1.25095},{"lat":52.064040000000006, "lon":-1.2499800000000003},{"lat":52.06382, "lon":-1.2495299999999998},{"lat":52.06364, "lon":-1.2492300000000003},{"lat":52.063359999999975, "lon":-1.2488300000000003},{"lat":52.06230999999999, "lon":-1.24744},{"lat":52.062019999999954, "lon":-1.2470199999999998},{"lat":52.06182999999999, "lon":-1.2467},{"lat":52.061699999999995, "lon":-1.24643},{"lat":52.06158999999999, "lon":-1.2461400000000002},{"lat":52.06148000000002, "lon":-1.2457600000000002},{"lat":52.0614, "lon":-1.2453900000000002},{"lat":52.06132999999998, "lon":-1.24503},{"lat":52.061249999999994, "lon":-1.24454},{"lat":52.06116999999998, "lon":-1.24395},{"lat":52.06098999999998, "lon":-1.2421199999999997},{"lat":52.06087999999998, "lon":-1.2410899999999998},{"lat":52.06082, "lon":-1.24062},{"lat":52.06075999999996, "lon":-1.24031},{"lat":52.060669999999966, "lon":-1.2400800000000003},{"lat":52.06055999999998, "lon":-1.23987},{"lat":52.060390000000005, "lon":-1.23966},{"lat":52.059569999999994, "lon":-1.2385699999999997},{"lat":52.059409999999964, "lon":-1.23835},{"lat":52.05929, "lon":-1.23811},{"lat":52.059200000000004, "lon":-1.2378299999999998},{"lat":52.059099999999994, "lon":-1.23744},{"lat":52.05903, "lon":-1.2370999999999999},{"lat":52.05898999999998, "lon":-1.23679},{"lat":52.05897999999999, "lon":-1.2364},{"lat":52.05899999999997, "lon":-1.23596},{"lat":52.05900999999996, "lon":-1.23563},{"lat":52.05898999999998, "lon":-1.23538},{"lat":52.058930000000004, "lon":-1.23505},{"lat":52.05879000000001, "lon":-1.23456},{"lat":52.05867999999998, "lon":-1.2343},{"lat":52.058549999999975, "lon":-1.23409},{"lat":52.05837999999997, "lon":-1.2338800000000003},{"lat":52.05817999999999, "lon":-1.23368},{"lat":52.057349999999964, "lon":-1.2328900000000003},{"lat":52.056979999999974, "lon":-1.2325200000000003},{"lat":52.05674, "lon":-1.23226},{"lat":52.05653999999999, "lon":-1.23197},{"lat":52.05640999999999, "lon":-1.2317},{"lat":52.05629999999998, "lon":-1.23139},{"lat":52.056229999999964, "lon":-1.23108},{"lat":52.05618, "lon":-1.23072},{"lat":52.05615999999999, "lon":-1.23032},{"lat":52.05615000000001, "lon":-1.22899},{"lat":52.056129999999975, "lon":-1.2283700000000002},{"lat":52.056029999999986, "lon":-1.22713},{"lat":52.05597999999999, "lon":-1.2265900000000003},{"lat":52.05593, "lon":-1.22622},{"lat":52.05588000000001, "lon":-1.22595},{"lat":52.05579999999999, "lon":-1.22567},{"lat":52.05570999999999, "lon":-1.22543},{"lat":52.055589999999974, "lon":-1.22516},{"lat":52.055489999999985, "lon":-1.22499},{"lat":52.055379999999985, "lon":-1.22485},{"lat":52.055299999999995, "lon":-1.22475},{"lat":52.05516000000001, "lon":-1.22463},{"lat":52.054719999999996, "lon":-1.22429},{"lat":52.05458, "lon":-1.22413},{"lat":52.054439999999985, "lon":-1.22395},{"lat":52.054179999999995, "lon":-1.22343},{"lat":52.05356999999998, "lon":-1.22207},{"lat":52.05340999999995, "lon":-1.2216900000000002},{"lat":52.05335999999996, "lon":-1.2215399999999998},{"lat":52.05333, "lon":-1.2214200000000002},{"lat":52.053309999999975, "lon":-1.22126},{"lat":52.05331999999996, "lon":-1.2211100000000001},{"lat":52.05335999999996, "lon":-1.22085},{"lat":52.05346999999999, "lon":-1.22038},{"lat":52.05355, "lon":-1.22011},{"lat":52.05364999999999, "lon":-1.2197600000000002},{"lat":52.053680000000014, "lon":-1.21958},{"lat":52.053689999999996, "lon":-1.2194},{"lat":52.053689999999996, "lon":-1.21923},{"lat":52.05367, "lon":-1.21908},{"lat":52.05364, "lon":-1.21895},{"lat":52.05356999999998, "lon":-1.21878},{"lat":52.05344, "lon":-1.21861},{"lat":52.053029999999985, "lon":-1.2181500000000003},{"lat":52.05217999999998, "lon":-1.21721},{"lat":52.051999999999985, "lon":-1.2169900000000002},{"lat":52.051729999999985, "lon":-1.21662},{"lat":52.05158999999999, "lon":-1.2163800000000002},{"lat":52.051489999999994, "lon":-1.21618},{"lat":52.0514, "lon":-1.21593},{"lat":52.051350000000006, "lon":-1.21569},{"lat":52.05127999999998, "lon":-1.2151499999999997},{"lat":52.05117999999999, "lon":-1.21424},{"lat":52.051099999999984, "lon":-1.21344},{"lat":52.050990000000006, "lon":-1.21167},{"lat":52.05093, "lon":-1.21123},{"lat":52.05083999999998, "lon":-1.21085},{"lat":52.05073999999999, "lon":-1.21053},{"lat":52.05055000000001, "lon":-1.2099900000000001},{"lat":52.04993999999998, "lon":-1.20839},{"lat":52.049599999999984, "lon":-1.20741},{"lat":52.04934, "lon":-1.20662},{"lat":52.04925, "lon":-1.20628},{"lat":52.04921, "lon":-1.2060200000000003},{"lat":52.04916999999998, "lon":-1.20561},{"lat":52.04912999999999, "lon":-1.2046499999999998},{"lat":52.049099999999996, "lon":-1.20426},{"lat":52.049049999999994, "lon":-1.2039099999999998},{"lat":52.04897999999999, "lon":-1.20363},{"lat":52.04891000000001, "lon":-1.20339},{"lat":52.04858999999999, "lon":-1.20253},{"lat":52.04832999999997, "lon":-1.2019},{"lat":52.048189999999984, "lon":-1.20159},{"lat":52.04806, "lon":-1.20138},{"lat":52.04790000000001, "lon":-1.20115},{"lat":52.04773, "lon":-1.2009600000000002},{"lat":52.04714, "lon":-1.2004},{"lat":52.04611, "lon":-1.19943},{"lat":52.04585999999998, "lon":-1.1991900000000002},{"lat":52.04489, "lon":-1.19821},{"lat":52.044610000000006, "lon":-1.19794},{"lat":52.044029999999964, "lon":-1.19736},{"lat":52.043890000000005, "lon":-1.19721},{"lat":52.04370999999997, "lon":-1.1969400000000001},{"lat":52.04335999999999, "lon":-1.19627},{"lat":52.04284, "lon":-1.19527},{"lat":52.04254999999999, "lon":-1.19469},{"lat":52.04232999999999, "lon":-1.19419},{"lat":52.042129999999986, "lon":-1.1937000000000002},{"lat":52.04192, "lon":-1.19315},{"lat":52.04165, "lon":-1.19235},{"lat":52.04104, "lon":-1.19024},{"lat":52.040900000000015, "lon":-1.1897200000000003},{"lat":52.040079999999996, "lon":-1.18656},{"lat":52.03954999999996, "lon":-1.18445},{"lat":52.03900999999997, "lon":-1.1821300000000001},{"lat":52.03885999999998, "lon":-1.1815},{"lat":52.03808999999999, "lon":-1.17822},{"lat":52.03795, "lon":-1.17765},{"lat":52.037749999999996, "lon":-1.17686},{"lat":52.03754999999996, "lon":-1.17612},{"lat":52.03737999999998, "lon":-1.1755},{"lat":52.03724999999997, "lon":-1.17504},{"lat":52.03701999999998, "lon":-1.17438},{"lat":52.03658, "lon":-1.17323},{"lat":52.03629999999998, "lon":-1.17256},{"lat":52.03600999999999, "lon":-1.17186},{"lat":52.035729999999965, "lon":-1.17125},{"lat":52.035349999999994, "lon":-1.17045},{"lat":52.03492999999999, "lon":-1.16963},{"lat":52.034569999999995, "lon":-1.16899},{"lat":52.034310000000005, "lon":-1.16853},{"lat":52.033839999999984, "lon":-1.16762},{"lat":52.033309999999965, "lon":-1.16656},{"lat":52.032999999999966, "lon":-1.166},{"lat":52.032649999999954, "lon":-1.16545},{"lat":52.03210000000001, "lon":-1.16467},{"lat":52.03211999999999, "lon":-1.16462},{"lat":52.03212999999998, "lon":-1.16456},{"lat":52.03211999999999, "lon":-1.1645000000000003},{"lat":52.03210000000001, "lon":-1.16443},{"lat":52.03207, "lon":-1.1644},{"lat":52.03203999999996, "lon":-1.16438},{"lat":52.03201, "lon":-1.16437},{"lat":52.03196999999995, "lon":-1.16439},{"lat":52.03194, "lon":-1.16442},{"lat":52.03192, "lon":-1.16447},{"lat":52.03171999999999, "lon":-1.16428},{"lat":52.031529999999954, "lon":-1.16411},{"lat":52.03127, "lon":-1.16384},{"lat":52.03001, "lon":-1.16255},{"lat":52.02940999999996, "lon":-1.16194},{"lat":52.02896, "lon":-1.16147},{"lat":52.027889999999964, "lon":-1.16044},{"lat":52.02670999999998, "lon":-1.15933},{"lat":52.02537999999999, "lon":-1.15813},{"lat":52.02492, "lon":-1.15771},{"lat":52.02476000000001, "lon":-1.15753},{"lat":52.02452999999999, "lon":-1.1573},{"lat":52.02410999999998, "lon":-1.15676},{"lat":52.02389999999997, "lon":-1.15646},{"lat":52.02369999999999, "lon":-1.15616},{"lat":52.023419999999994, "lon":-1.15569},{"lat":52.023179999999996, "lon":-1.1552300000000002},{"lat":52.02292999999999, "lon":-1.15468},{"lat":52.0227, "lon":-1.1540900000000003},{"lat":52.022549999999995, "lon":-1.1536500000000003},{"lat":52.02150999999998, "lon":-1.15035},{"lat":52.02146999999997, "lon":-1.15013},{"lat":52.02145999999998, "lon":-1.15002},{"lat":52.02146999999997, "lon":-1.14992},{"lat":52.02152, "lon":-1.1498},{"lat":52.021549999999976, "lon":-1.14966},{"lat":52.021539999999995, "lon":-1.14951},{"lat":52.02149999999999, "lon":-1.14934},{"lat":52.02142999999997, "lon":-1.14921},{"lat":52.02137, "lon":-1.14905},{"lat":52.021349999999956, "lon":-1.14895},{"lat":52.02132999999998, "lon":-1.1488600000000002},{"lat":52.02129, "lon":-1.14854},{"lat":52.02122000000001, "lon":-1.14703},{"lat":52.021179999999994, "lon":-1.14562},{"lat":52.0212, "lon":-1.14429},{"lat":52.021269999999994, "lon":-1.14309},{"lat":52.02138, "lon":-1.14213},{"lat":52.02163, "lon":-1.141},{"lat":52.02212000000001, "lon":-1.13953},{"lat":52.02262999999998, "lon":-1.13841},{"lat":52.02355999999999, "lon":-1.13699},{"lat":52.02456000000001, "lon":-1.13591},{"lat":52.02589999999998, "lon":-1.13466},{"lat":52.02604, "lon":-1.13458},{"lat":52.02615000000001, "lon":-1.13457},{"lat":52.02622, "lon":-1.13462},{"lat":52.02629999999999, "lon":-1.13463},{"lat":52.02640999999999, "lon":-1.13458},{"lat":52.02651000000001, "lon":-1.13444},{"lat":52.02651999999999, "lon":-1.13436}]	cin19961214T162456850580696139987200866048	1471392021
